product_id,product_external_id,variation_id,variation_external_id,name,url,weight,depth,width,height,meta_title,meta_description,meta_keywords,description,short_description,ncm,images,price,price_compare,model,gender,age_group,active,brand,category_1,category_2,category_3,gtin,mpn,stock,color,first_attribute_group,first_attribute_value,second_attribute_group,second_attribute_value,sku
9814477,,,,Boleira Desmontável G 28x22cm – Sustentável e Reutilizável,/boleira-desmontavel-g-28x22cm-sustentavel-e-reutilizavel,"0,090",6.00,22.00,28.00,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",31.90,,,,,1,Silver Plastic,,,,,,10,,,,,,
 9814477,,28536634,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Azul,,,,,
 9814477,,28536635,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Azul Bebê,,,,,
 9814477,,28536636,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Branco,,,,,
 9814477,,28536637,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Dourado,,,,,
 9814477,,28536638,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Furta-cor,,,,,
 9814477,,28536639,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Prata,,,,,
 9814477,,28536640,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Preto,,,,,
 9814477,,28536641,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Rosa Bebê,,,,,
 9814477,,28536642,,,,,,,,,,,"<p>A <strong>Boleira Desmontável G 28x22cm</strong> foi desenvolvida para quem precisa de mais espaço e robustez na apresentação de bolos grandes. Seu design desmontável facilita o transporte e o armazenamento, sem abrir mão da estabilidade.</p>
<p>Produzida em <strong>papelão paraná reciclado</strong>, é uma escolha sustentável e funcional para confeiteiros profissionais e eventos especiais.</p>
<h3>Benefícios</h3>
<ul>
<li>
<p>Ideal para bolos grandes</p>
</li>
<li>
<p><strong>Estrutura reforçada</strong></p>
</li>
<li>
<p><strong>Reutilizável e fácil de limpar</strong></p>
</li>
<li>
<p><strong>Desmontável</strong>, prática para armazenar</p>
</li>
<li>
<p>Opção <strong>ecológica e moderna</strong></p>
</li>
</ul>
<h3>Especificações</h3>
<ul>
<li>
<p><strong>Tamanho:</strong> 28 x 22 cm (Grande)</p>
</li>
<li>
<p><strong>Material:</strong> Papelão paraná 100% reciclado</p>
</li>
<li>
<p><strong>Acabamento:</strong> Película protetora</p>
</li>
<li>
<p><strong>Formato:</strong> Desmontável</p>
</li>
<li>
<p><strong>Conteúdo:</strong> 1 unidade</p>
</li>
</ul>
<h3>Variação</h3>
<ul>
<li>
<p>Cor</p></li></ul>","Boleira desmontável grande, ideal para bolos maiores. Resistente, reutilizável e ecológica.",,"media://products/ds1cniohbe2yjmbjwpr0ixbjdcvvjtqsch9k.png,media://products/rwfrx54wyajs1oqt3w6cub35ia1jlsm4po24.png,media://products/yid7crdr5fun1j7bdmk1gqxlr5nrknsrsod7.png,media://products/fne1yoyqhknce96tqrjssa6w2lgiicrxbsbk.png,media://products/caosbwzaey4zyvycdit23nxmctafowqevifl.png,media://products/vd0rapgihjw93kufzlaontnnhze3nb0yjfit.png,media://products/eqkic4udua9du0byhlzjttlxzswzgfdmzgav.png,media://products/sqvk22ksqirctrcxaiatbisug13h1yezuo8e.png,media://products/2rlr8hylyxemsjpqdp837611xjhzg2fczskp.png,media://products/dqnz6pctrgbnyiskle6w8bstvfl9e2f6dipy.png",,,,,,1,,,,,,,10,Rosa Pink,,,,,
