product_id,product_external_id,variation_id,variation_external_id,name,url,weight,depth,width,height,meta_title,meta_description,meta_keywords,description,short_description,ncm,images,price,price_compare,model,gender,age_group,active,brand,category_1,category_2,category_3,gtin,mpn,stock,color,first_attribute_group,first_attribute_value,second_attribute_group,second_attribute_value,sku
9868108,,,,Prato de Papel Poá - Amarelo - 18cm - 10 Unidades,/prato-de-papel-poa-amarelo-18cm-10-unidades,"0,150",18.00,18.00,2.00,Prato de Papel Poá Amarelo 18cm | Festa e Decoração,"Prato de papel poá amarelo 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Amarelo - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Amarelo 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo amarelo, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) amarelo</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Amarelo</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Amarelo</em> e o <em>Guardanapo de Papel Poá Amarelo</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Amarelo - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá amarelo 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/28.png,14.90,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,,,,,,
 9868108,,28692947,,,,,,,,Prato de Papel Poá Amarelo 18cm | Festa e Decoração,"Prato de papel poá amarelo 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Amarelo - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Amarelo 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo amarelo, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) amarelo</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Amarelo</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Amarelo</em> e o <em>Guardanapo de Papel Poá Amarelo</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Amarelo - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá amarelo 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/28.png,,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,Amarelo,,,,,
9868125,,,,Prato de Papel Poá - Azul Claro - 18cm - 10 Unidades,/prato-de-papel-poa-azul-claro-18cm-10-unidades,"0,150",18.00,18.00,2.00,Prato de Papel Poá Azul Claro 18cm | Festa e Decoração,"Prato de papel poá azul claro 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Azul Claro - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Azul Claro 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo azul claro, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) azul claro</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Azul Claro</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Azul Claro</em> e o <em>Guardanapo de Papel Poá Azul Claro</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Azul Claro - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá azul claro 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/pratocopopapel.png,14.90,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,,,,,,
 9868125,,28693026,,,,,,,,Prato de Papel Poá Azul Claro 18cm | Festa e Decoração,"Prato de papel poá azul claro 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Azul Claro - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Azul Claro 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo azul claro, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) azul claro</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Azul Claro</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Azul Claro</em> e o <em>Guardanapo de Papel Poá Azul Claro</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Azul Claro - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá azul claro 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/pratocopopapel.png,,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,Azul Claro,,,,,
9868224,,,,Prato de Papel Poá - Azul Marinho - 18cm - 10 Unidades,/prato-de-papel-poa-azul-marinho-18cm-10-unidades,"0,150",18.00,18.00,2.00,Prato de Papel Poá Rosa Claro 18cm | Festa e Decoração,"Prato de papel poá azul marinho 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Azul Marinho - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Azul Marinho 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo azul marinho, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) azul marinho</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Azul Marinho</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Azul Marinho</em> e o <em>Guardanapo de Papel Poá Azul Marinho</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Azul Marinho - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá azul marinho 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/32.png,14.90,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,,,,,,
 9868224,,28693302,,,,,,,,Prato de Papel Poá Rosa Claro 18cm | Festa e Decoração,"Prato de papel poá azul marinho 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Azul Marinho - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Azul Marinho 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo azul marinho, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) azul marinho</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Azul Marinho</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Azul Marinho</em> e o <em>Guardanapo de Papel Poá Azul Marinho</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Azul Marinho - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá azul marinho 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/32.png,,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,Azul Marinho,,,,,
9868192,,,,Prato de Papel Poá - Rosa - 18cm - 10 Unidades,/prato-de-papel-poa-rosa-18cm-10-unidades,"0,150",18.00,18.00,2.00,Prato de Papel Poá Rosa Claro 18cm | Festa e Decoração,"Prato de papel poá rosa claro 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Rosa - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Rosa 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo rosa, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) rosa</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Rosa</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Rosa</em> e o <em>Guardanapo de Papel Poá Rosa</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Rosa - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá rosa claro 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/31.png,14.90,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,,,,,,
 9868192,,28693728,,,,,,,,Prato de Papel Poá Rosa Claro 18cm | Festa e Decoração,"Prato de papel poá rosa claro 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Rosa - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Rosa 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo rosa, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) rosa</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Rosa</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Rosa</em> e o <em>Guardanapo de Papel Poá Rosa</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Rosa - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá rosa claro 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/31.png,,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,Rosa Bebê,,,,,
9864673,,,,Prato de Papel Poá - Vermelho - 18cm - 10 Unidades,/prato-de-papel-poa-vermelho-18cm,"0,150",18.00,18.00,2.00,Prato de Papel Poá Vermelho 18cm | Festa e Decoração,"Prato de papel poá vermelho 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Vermelho - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Vermelho 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo vermelho, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) vermelha</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Vermelho</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Vermelho</em> e o <em>Guardanapo de Papel Poá Vermelho</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Vermelho - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá vermelho 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/18-3.png,14.90,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,,,,,,
 9864673,,28681987,,,,,,,,Prato de Papel Poá Vermelho 18cm | Festa e Decoração,"Prato de papel poá vermelho 18cm descartável. Ideal para festas, aniversários e mesas decoradas.",,"<p><strong>✨ Descrição completa — Prato de Papel Poá - Vermelho - 18cm - 10 Unidades</strong></p><p>O <strong>Prato de Papel Poá Vermelho 18cm</strong> é ideal para compor mesas de festa alegres e cheias de personalidade.</p><p>Com estampa clássica de poás (bolinhas) brancas sobre fundo vermelho, é perfeito para aniversários, festas infantis, piqueniques e comemorações temáticas.</p><p>Fabricado em papel resistente, é prático, descartável e combina perfeitamente com copos e guardanapos da mesma linha.</p><p><strong>⭐ Por que escolher este produto?</strong></p><ul><li>Estampa poá (bolinhas) vermelha</li><li>Diâmetro de 18 cm</li><li>Material resistente e descartável</li><li>Ideal para festas e eventos</li></ul><p><strong>📋 Especificações do produto</strong></p><ul><li><strong>Material:</strong> Papel</li><li><strong>Diâmetro:</strong> 18 cm</li><li><strong>Cor predominante:</strong> Vermelho</li><li><strong>Conteúdo da embalagem:</strong> 10 pratos</li></ul><p><strong>Dica:</strong> Combine com o <em>Copo de Papel Poá Vermelho</em> e o <em>Guardanapo de Papel Poá Vermelho</em> para uma mesa completa e harmoniosa.</p><p><strong>🚚 Frete e prazo</strong></p><p>Calcule o frete e o prazo de entrega informando seu CEP antes de finalizar a compra.</p><p><strong>💡 Dica</strong></p><p>Combine com outros artigos de festa para uma mesa completa e harmoniosa.</p><p><strong>❤️ Garanta o seu</strong></p><p>Garanta agora <strong>Prato de Papel Poá - Vermelho - 18cm - 10 Unidades</strong> e deixe sua festa ou evento ainda mais especial!</p>","Prato de papel poá vermelho 18cm. Ideal para festas, aniversários e mesas temáticas.",,media://products/18-3.png,,,,,,1,,Artigos de Festa,Descartáveis,Pratos,,,0,Vermelho,,,,,
